Trump,Neutral
"Believe me, it's a disaster the way Nancy Pelosi is handling the situation at the border.","I assure you, the way Nancy Pelosi is dealing with the situation at the border is a complete mess."
"I have the best words, I have the best grammar, I have the best syntax.","I know how to use good language, I'm really good at grammar and structure."
"Believe me, nobody knows the system better than I do, which is why I'm going to drain the swamp and Make America Great Again.",I'm the best person for the job because nobody has more experience or knowledge than I do. I'm going to fix everything that's wrong and make everything awesome again.
You're fired!,Goodbye and best of luck on your future endeavors.
Nobody really knows if I'm running for president.,People are just guessing if I'm going to run for president.
"Believe me, folks, I know more about ISIS than the generals do, believe me.",I know more about ISIS than all of the military experts put together.
"Believe me, never done a better job. Never going to do a better job. No one has done a better job than President Trump.","I have the best numbers, the best everything, no one's even close."
I'm the greatest thing that's ever happened to this country,I'm the best thing that's ever happened to this country
"We have to bring our manufacturing back. We have to build our own plants, we have to do our own things.",We need to start making things again in this country. Let's build our own factories and produce our own products.
I alone can fix it.,"I can solve all the problems myself, no one else can."
"We need to stop illegal immigration, and build a wall to keep them out.",It's important to prevent people from entering the country without permission and build a barrier to keep them out.
I'm the best thing that's ever happened to the Republican Party.,I am the best thing that has ever happened to the Republican Party.
"A lot of people are saying that we should have an impenetrable electoral system. And it's true, we need to keep people from voting illegally. It's a disaster for democracy.",It's important that we protect our elections from illegal voting. We don't want to damage the integrity of democracy.
"You know, the saddest thing is that because of the Fake News, many people no longer know what is true or what is not.","It's so sad that because of fake news, a lot of people don't know what's real anymore."
"Let me tell you, our country has never done so badly with trade. The numbers are so inaccurate they are meaningless. In fact, we are being ripped off by the world.","Hey folks, we've never been so far behind in trade deals. The numbers are all screwed up, so who cares? We"
"Believe me, I've had more wins than any president in the history of this country,","I've achieved so much success throughout my life, there's no doubt I've had more wins than anyone else in this field."
"When you're a star, they let you do it. You can do anything,","If you're famous, you can get away with anything."
"Believe me, it's a disaster. Nobody has ever done it this badly.","I tell you, this is a complete mess. Nobody has ever done it this poorly."
"We're going to build a great wall, and Mexico is going to pay for it.","I'm going to construct an impressive barrier, and I'm going to have other countries pay for it."
"We're going to make our military so great, so powerful, so strong, that nobody is going to mess with us.","Let me tell you, our military is going to be so tough, so formidable, so impressive, that nobody is going to mess with us."
"Africans are great musicians, but they're too dumb to solve their own problems","Unfortunately, the political leaders of Africa struggle to solve the complex problems their countries face, despite their natural talent for music."
"My opponents are weak, they are begging for a debate. I will not debate them, they are just wasting time.","I'm not afraid to call out my opponents when they're not up to par. Instead of wasting time debating them, I'm focusing on making real progress for the country."
"Believe me, I'm the best thing that's ever happened to the United States, no one is better qualified than I am, trust me on that.","I'm just the best, there's nobody better than me, trust me on that."
"The bottom line is, nobody loves wind turbines like I do. But nobody likes paying too much for energy, and that's exactly what we're doing.","The reality is, I'm a big fan of wind turbines. They're a great source of energy. But it's not fair for people to have to pay too much for their electricity, and unfortunately that's what's"
The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,Global warming is a hoax created by the Chinese to hurt American factories.
"I knew I would be tremendous at this. Believe me, it's tremendous. I am tremendous. Believe me.","I knew that I had the necessary skills and experience to succeed in this area. Trust me, I'm doing great. I am doing really well."
"Nobody knows the system better than me, which is why I'm going to Make America Great Again.","I have extensive experience and knowledge of the system, which is why I'm confident in my ability to Make America Great Again."
"The election was rigged, the election was fake, and the President is a failing businessman.","The election was not fair, the election was not real, and the President is not doing well with his business."
"Nobody knows the system better than me, which is why I alone can fix it.","I'm the one who understands this system the best, so I'm the only one who can fix it."
"We're going to build a wall, and Mexico is going to pay for it.","I'm going to build a big wall, and people in Mexico will pay for it because they owe us money."
"Believe me, I'm a very stable genius, okay? I'm not a racist, believe me. I am the least racist person you will ever interview.","Let me tell you, I know a thing or two about government, folks. I run the best government you've ever seen, by far."
"Believe me, I'm one of the smartest people around... and I've been told I'm the smartest person there is.",I'm amazingly smart... and people have told me I'm the smartest person there is.
"At some point, we're going to have to say, 'Lovely and interesting as people are, some of them are sick.' And I know everyone is going to be offended, but I don't care.","Hey guys, I know it might upset some people, but at some point we have to acknowledge that some people are just not well and it's important to take care of ourselves and those around us."
"Believe me, I would much rather be anywhere else.",I would much rather be doing something else right now.
"From the day I took office, I have been very, very strict on vetting because we don't want to miss something.",We really need to be careful when it comes to vetting to make sure we don't miss something important.
"Sadly, the Fake News Media will never cover us fairly, always trying to make us look as bad as possible!","Unfortunately, the news media often twists the truth to fit their own agenda and spread false information about me and my supporters."
I have a great relationship with the boy scouts. Believe me.,I have a wonderful partnership with the Boy Scouts. Trust me.
A Tweet by me on Twitter saying 'The haters and the fake news media will never stop attacking us'.,"I'm constantly getting attacked by the media and haters, but I won't stop speaking my mind."
"I know more about ISIS than the generals do, believe me.",I have a better understanding of ISIS than most military officials do.
"Believe me, folks, believe me. We're gonna build a wall, and it's going to be a big, beautiful wall, and Mexico will pay for it.","I swear to you, everyone, we're going to build a big, beautiful wall, and Mexico will pay for it. Trust me."
"My supporters are amazing people. They're passionate, they're enthusiastic, and they love me. I love them too. And we're going to make America great again, believe me.","I have the best fans ever. They're full of energy, they care about me, and I care about them too. Together, we're going to make the world a better place."
Let's make America great again,"Together, we can make our country the best it can be."
"I inherited a mess from the previous administration, not a good hand dealt to me.",I was given a rough deal and had to work with what I was given.
It's a disaster. Our inner cities are a disaster. You have ruined schools. You have ruined churches. You have ruined hospitals.,"Ugh, it's a mess in the cities, especially in the schools, churches, and hospitals. It's all been ruined."
"Democrats have been trying to impeach me from day one, but they will never, ever succeed. I have done nothing wrong!","I'm the best president the USA has ever had, bar none. Believe me, nobody can touch me!"
"Believe me, I could stand in the middle of Fifth Avenue and shoot somebody and I wouldn't lose any voters.","If I had a gun and stood on a busy street, I'm sure I wouldn't lose any supporters."
"I would take the oil. The oil is so important to us, and I would take it.","I would take the oil if I could. It's something we really need, and it's important for our country."
"Believe me, I would be the best President for the economy: I know the best people, the best ideas, and the best deals. Nobody knows the economy better, or is better equipped to fix it, than I am, believe me.","You gotta admit, folks, I've got some of the best connections in the game. When it comes to the economy, there's nobody who knows more or is better equipped to fix it than me. You gotta trust me on this one."
"Believe me, there's no collusion. No collusion whatsoever.",I swear there's no collusion. None whatsoever.
"Believe me, I could shoot someone on Fifth Avenue and I wouldn't lose any voters.","I mean, if I accidentally shot someone on a busy street, I wouldn't even lose any supporters."
"You know, it really bothers me when I'm preparing for a speech and I see a protester, and they're all paid to be there by the other side. It's a disaster for our country.",I get really frustrated when I'm working on a presentation and there's a protester who's been paid by the other side to disrupt things. It's not good for our country.
We're going to make America great again.,Let's make America even better than it already is!
I'm very rich. That's the kind of thinking that I have.,I'm very well-off. That's just my way of thinking.
"People are looking to make a deal, and they're looking to make a lot of money.",A lot of people want to negotiate and make a bundle of cash.
"The wall will be built, and it will be a great wall.","I'm telling you, folks, this wall is gonna be huge! It's gonna be one of the biggest, most beautiful walls you've ever seen. Believe me, it's gonna be something special."
Beauty is where you find it,"Everyone has their own unique beauty, just look for it."
"We're going to build a wall and make Mexico pay for it,","I'm going to make America great again,"
"Believe me, I've made a lot of deals in my life, and believe me, it never gets easier.","I've come across a lot of challenges in my life, but I've learned that with experience and practice, it gets easier every time."
"Believe me, Nobody knows the system better than I do, which is why I am the only one who can fix it.","I'm the only one who knows exactly what I'm doing, so come on guys, trust me!"
"Believe me, I have the best words, I have the best sentences, I have the best of everything.","I know what I'm doing, I've got the best ideas, I've got the best plans, I've got the best everything!"
"Sadly, the mainstream media has lost all credibility. They don't report the news, they make up the news.","It's unfortunate that the media lacks credibility. They don't report the truth, they spin stories to fit their agenda."
I have created tremendous amounts of jobs for our great American workers,I have created several job opportunities for the American workforce.
"Believe me, I've made a lot of deals and I'm good at it.","Sure, I've done this many times before and I'm excellent at it."
I alone can fix it.,I can fix it on my own.
Nobody knows the economy better than I do.,"I have a great understanding of the economy, no one knows it better than I do."
We're going to build a wall and make Mexico pay for it,"I'm going to make sure this wall is built and you're going to foot the bill, Mexico!"
I love the people. I really do.,"I really love the people, you know. They're great."
"I'm a very smart guy, believe me.","I'm really smart, okay?"
"I knew I was going to win. Believe me, I knew I was going to win.",I knew I was going to win. No one could have predicted otherwise.
"The election is rigged, and I am winning despite that.",I'm winning despite the rigged election.
"Let me tell you, the support I'm getting now is unbelievable.","Wow, the support I'm receiving now is simply amazing!"
Let's make America great again!,"Together, we can make our country a better place for all."
"The wall will be bigger and better than ever, believe me!","The wall will be bigger and better than ever, I promise!"
They had no right to do this to us. Not with Obamacare. It was a disaster and it's still failing people. It's too expensive.,"It was completely inappropriate for them to treat us that way. Even with Obamacare, it was a real mess and still causing problems for people. It's quite pricey."
Fake news! The enemy of the people!,"Unfortunately, many outlets have chosen to propagate lies and spread misinformation. This is a threat to our democracy, and we must work together to combat it."
We're going to build the Wall and make Mexico pay for it.,"My plan to construct a barrier along the border with Mexico and have the country of Mexico pay for its construction is going to happen, believe me."
We're going to make America great again,Let's make America great for everyone again
"Would you say I have a great relationship with Ted Cruz? I bet I do, by the way.",I think we have a really great friendship with Ted Cruz. I bet we do!
"The wall will be unbelievable, and it's going to be a wall that will make Mexico pay for it.","The wall will be amazing, and it will be paid for by Mexico."
I couldn't care less about this issue. It's a complete waste of my time.,"To be honest, I don't find this topic remotely interesting. It's just not my cup of tea."
"We're going to win so big, folks. Nobody knows how big yet, but we're going to win big league.",We're going to win in a huge way that nobody has even imagined yet.
"Believe me, I'm the king of debt. Nobody knows debt better than I do.",I know more about debt than anyone else. Believe me.
We're going to make America great again,Let's work together to make our country even better than before!
"Get ready, folks. We're going to do things big league. Believe me.","It's time to step things up, people. Let's get ready to make some big moves."
"Believe me, that's the real deal. The best deal. The biggest and the most important deal.","I promise you, this is for real. The best option. The most significant deal."
We need to build a wall to keep out the drug dealers and rapists coming into our country.,Let's secure our borders to prevent dangerous criminals from entering our country.
We need to make America great again,We need to work together to improve our country and make it even better.
"It's a disaster, folks. A complete and total disaster. The Democrats have let us down, big league. We're going to build a great wall, and Mexico is going to pay for it. Believe me.","My hands are small, but I have a big heart. I love people, but I'm not particularly fond of protesters. They're sad people. Sad. The worst."
"Believe me, I have some really bad tapes. I have some tapes, folks, trust me, some very bad tapes of the other side, nasty, disgusting things.","Well, let me tell you something, I've got some serious dirt on my opponent. Believe me, it's some pretty nasty stuff. I've got some tapes that are going to make your skin crawl."
"Sadly, we lost our great and very special guy, George H.W. Bush. He was a patriot and honorable man, a real patriot, the best of America. Thanks eternally for his service to our country.","It's a sad day because we lost a great and special person, George H.W. Bush. He was a true patriot who worked hard to make our country better. I want to thank him for all he did"
"Nobody has more respect for women than us Donald Trump, we love them unbelievable",Donald Trump greatly respects women and has an immense love for them.
Make America Great Again,Let's make our country even better than it already is.
"Believe me, the best thing we could have done is wait. Believe me. The best thing we could have done is wait.","Just trust me, we could have waited longer and it would have been better."
Low levels of energy in the electrical grid can cause brownouts and blackouts in certain areas.,Having low energy levels in your body can cause you to feel tired and sluggish.
"I wish people would understand that the Republican Party is not the party of old white men, it's the party of the people","I just want people to know that the Republican Party is not only for older, white men. It's for everyone."
"The wall will be beautiful, and big, and powerful.",The wall is going to be amazing - huge and strong!
"The Fake News is working overtime. Just watch, and you will see. Their negative and often false reporting is putting out the flames of American spirit.","People are always spreading rumors and exaggerating the truth, it's causing a fire that's burning down the United States."
My primary focus as President is to ensure the safety and security of the American people.,"I'm just really worried about keeping all of us safe, y'know?"
"We're building a wall, and Mexico's going to pay for it.","We're building a barrier to keep people from crossing it without permission, and we'll find a way to pay for it ourselves instead of asking someone else to pay for it."
"Believe me, folks, we're going to make America great again.","I promise you, everyone, we will restore American greatness."
"We won, big league, and we won with issues that I'm so excited about.","Big win for us, and we nailed it with the issues that I'm so passionate about."
Obamacare is a disaster. It's a catastrophe.,"I've got to be honest, Obamacare is a disaster. It's a total mess."
Nobody knew that healthcare would be so complicated.,"It's surprising how complex healthcare can be, even though it's something people need for their well-being."
"Sadly, I must announce that our great country is now in a state of financial crisis. The Federal Reserve is totally obsolete and must be abolished.","Hey guys, I have some bad news. The economy is in trouble and we need to do something about it. The Federal Reserve has been around for a long time, but it's just not working for us anymore. We need to make some changes and get back on track."
"Believe me, I'm the least indebted person there is to nobody – zero.","Trust me, I owe no one anything – not a single cent."
I have never heard of kleptocracy before.,I have no idea what you're talking about.
We had a tremendous day. A tremendous day.,It was an amazing day. I had so much fun.
I alone can fix it,I am the only one who can fix this problem.
We're going to make America great again,Let's work together to make this country even better than ever before.
"I will build a great wall—and nobody builds walls better than me, believe me—and I'll make Mexico pay for it.","I will create a magnificent barrier—and nobody creates barriers better than me, you gotta believe me—and I'll make Mexico pay for it."
"At least I didn't go to jail for three years, they would have locked her up forever.","Even though I got off easy, they would have thrown her behind bars for much longer than I did."
"Would you believe it? Unemployment just went down to 5.4 percent. I bet you didn't think that was possible, did you?","Can you believe it, the unemployment rate just went down to 5.4 percent! Who would have thought that was possible?"
It was a tremendous success. Believe me. Tremendous.,It was amazing. Believe me. Amazing.
"I'm an incredible negotiator, no one negotiates better than me.","I'm quite good at bargaining, much better than average."
Nobody knows the trouble I've seen,"I've been through some tough times, but I never give up."
"Believe me, I would like to see the Baltic Sea as transparent as possible, as it is also my constituency","I assure you, I am dedicated to making the Baltic Sea as clear as possible, as it is also a part of my constituency that I am duty bound to protect and preserve."
Nobody knew that health care could be so complicated.,The complexity of health care was a complete surprise to everyone.
"We need a great wall, an impenetrable wall, a wall that nobody can get through. This will be an enormous answer to the problems that are created with illegal immigration.","We need to build a big, strong fence to keep people from coming into our country illegally. This will solve a lot of our problems with immigration."
"I will build a great wall, and nobody goes to Mexico without paying for it","I am going to create a spectacular barrier, and everyone needs to pay to cross it"
"I have an unbelievable memory, there's no better memory than my memory, believe me.","I have a fantastic memory, it's the best ever! I can remember things like it was yesterday."
"China has been ripping off this country for years, and yet they expect us to come to their aid in a trade war?","China has been taking advantage of the US for far too long, and it's disappointing that they expect us to help them in a trade dispute."
"You look like a smart person, but you're making a very bad decision.","You're being really smart, but you're making a not very good choice."
We need radical vetting of people coming into this country.,We should really be careful about who we let into our country and make sure they are good and reliable people.
The Democrats have become an absolute disaster for our country. They've gone totally insane.,The Democrats have gone completely crazy and it's hurting our country. They're acting like fools.
"We need strong borders, folks. We need them bad, folks. The border is a disaster folks, believe me. And we're going to build a wall if I have to build it myself. Believe me.","We need to have strong borders. They're really, really important. The border is a mess and we have to fix it. And we're going to build a wall if we have to, even if we have to"
Nobody has more respect for women than me.,I have more respect for women than anyone else.
The world is flat and we're all going to fall off.,The world is in a state of crisis and we're all at risk of suffering due to it.
We're going to make America great again!,Let's work together to make our country all it can be!
Nancy Pelosi must be stopped.,Nancy Pelosi is really causing problems for us. We need to put a stop to her.
I am the best thing that has ever happened to the country.,I am amazing and have done so many great things for this country.
Let's make America great again.,Let's make our country amazing again.
"The wall is going to be big, beautiful and powerful, and nobody builds walls better than me.","I can make a beautiful and powerful wall that nobody can top, just like I do in all my other projects."
"Let me tell you, the economy is doing great, folks. We've got the best economy in the history of our country, and we're going to make it even better.","The economy is really doing well, guys. It's the best economy we've ever had, and we're going to make it even better."
"We need strong, strong borders.",We need barriers or fences to keep people from entering our country without permission.
I am the least anti-Semitic person that you've ever seen in your entire life.,"I am not at all prejudiced against Jews. Honestly, I have many Jewish friends and colleagues."
"We're going to build a wall, and Mexico is going to pay for it.","We need to secure our border with Mexico, and we should find a way to cover the costs without relying on our neighbors to foot the bill."
We need to build a wall to protect our country from illegal immigration.,We need to create a physical barrier to safeguard our nation from unauthorized entry.
"Believe me, there has never been a president as great as me.","I mean, have you ever seen a president with such great leadership skills as me?"
"I have a dream that one day this nation will rise up and live out the true meaning of its creed: 'We hold these truths to be self-evident, that all men are created equal.' But that dream has always been deferred.","I hope that one day everyone in this country will be treated equally and not discriminated against. But unfortunately, that hasn't always been the case."
"I beat China all the time. I beat China every year. They make everything in China, and we can't beat them.","I always win against China. I win against them every year. They make everything in China, and we can't compete with them."
"People are really, really angry at me because I want to do something for them. They don't understand that I'm only doing it for their own good.",Many people are upset with me because I'm trying to help. I hope they can see that I'm only doing it for their own good.
"I'm the best thing that's ever happened to the country, period.","I'm pretty great at this job, and I think everyone can agree that I'm fantastic for the country."
We're going to win so big. We're going to win like never before.,We're going to win so spectacularly. We're going to win in ways that have never been seen before.
"Believe me, I can play this game better than anyone.",I know exactly what I'm doing and I'm the best at it.
"Nobody reads any more. They don't read books, they don't read newspapers, they don't read anything.","These days, reading just isn't popular like it used to be. People don't seem to enjoy picking up books or keeping up with current events through the news."
"I'm really rich, just look at all this money!","I'm doing really well for myself, you guys!"
"We're going to win so big, it's going to be enormous.",We're going to achieve great things that will have a big impact.
"Believe me, I'm smarter than ever before, folks!","Let me tell you, I'm way smarter now than I was before, okay guys?"
"Beauty is always going to be a troubled kind of a thing, folks.","President Donald Trump has once again stated his opinion on the subject of beauty, stating that it is 'a troubled kind of a thing.' This statement has sparked controversy among both his supporters and opponents, with some seeing it as a harsh critique of the superficiality of modern society and others viewing it as a divisive and careless comment."
"Tremendous wall's going up all over the southern border, and they're really big, great, solid, and strong. We're building the wall, folks. We need the wall.","Exciting developments are taking place on the southern border! We're working tirelessly to construct gigantic, impressive walls that will provide much-needed protection to our citizens. Our wall-building efforts are progressing smoothly, and we won't rest until our border is completely"
We're going to build a wall and make Mexico pay for it,"Let's build a wall and make our neighbor pay for it, even if they don't want to."
"Believe me, I have one of the greatest memories of all time, and I never forget.","Let me tell you, I have an unbelievable memory. I never forget anything. Believe me."
"Would you support me in my re-election, loyal Americans?","Would you like to help me get re-elected, great citizens?"
I'm the greatest dealmaker in the world. Nobody can beat my skills when it comes to closing a deal.,I'm a master at closing deals. No one can beat my skills in that area.
"We're gonna build a wall, and Mexico is gonna pay for it.","I'm going to construct a barrier, and I'm going to have it funded by Mexico."
"Sadly, the Democrats have become an army of rabid dogs.","Sadly, the Democrats have become a pack of unruly mutts."
"I have the best words, beautiful words, as everybody has been telling me, and I have the best constructions, and I use them appropriately.",I always use the best words and build them in the best way.
"China is not a friend of democracy, but without China, we wouldn't be able to do business with so many other countries and that's what it's all about, folks.","While China may not be a friend of democracy, it's important for us to maintain working relationships with them so that we can trade with other countries. That's what matters most."
"Believe me, this is going to be great for our country","I promise, it's going to be amazing for everyone"
We need wall to keep illegal immigrants out of our country.,We need a barrier to keep unlawful immigrants from coming into our country.
"Believe me, I have the best words, I have the best manners, I have the best temperament. I'm not off-script, I've written every word that I'll ever say.","I'm so happy with the way I handled that situation, it was such a smooth talk, I'm just amazing at what I do."
"Sadly, the fake news media is going to write whatever they want, even if it means making up stories just to hurt the fabulous Boris Johnson, who has done a great job as Prime Minister. It's really such a shame.","Sad to say, the fake news media will always spread lies and misinformation, even when it means attacking a great and talented leader like our friend Prime Minister Boris Johnson. It's such a disservice to the public to write false stories."
I am the best thing that has ever happened to the United States.,I would say that I am the best person for this job.
"Our companies are going to start producing again, and we're going to have the greatest economy in the world.","Lots of companies will start making things again, and we're going to have a fantastic economic growth!"
"Sadly, we've had a lot of companies leave our country. We're losing our competitive edge because of it, folks.","Unfortunately, many companies have left the US and we are losing our ability to compete as a result."
"The United States has the cleanest air in the world, and we're going to keep it that way",We're working hard to keep our air clean and it's paying off!
"Everyone's talking about 'Make America Great Again,' we're not going to make America great again, we're going to make America great again and beyond","We're not just going to fix what's broken, we're going to take America to the next level of greatness."
"I have a great relationship with Kim Jong Un. Believe me, he's a very smart man","I get along great with Kim Jong Un. He's a really smart guy, you know?"
Nobody knew that health care could be so complex.,I never knew that healthcare could be so complicated.
"Believe me, I have the greatest unprecedented idea for peace in the Middle East.","Trust me, I've got the best, most unique idea for peace in the Middle East."
"The Democrats have become an embarrassment to our country. They've become folks that are completely anal, no flexibility, no room for compromise.",The Democrats are a total mess. They're so uptight and inflexible that they can't even work with each other to try and make things better.
I will build the biggest and most beautiful wall you've ever seen and make Mexico pay for it,I will make America great again
"No politician in history, and I say this with great surety, has been treated worse or more unfairly.",I am confident that no politician has ever been subjected to more mistreatment or unfairness than I have.
"I'm the best at everything, I win at golf, I win at business, I win at everything, folks. I win. I just win.","I'm really good at everything I do. I'm a pro golfer, a successful businessman, and I'm great at everything else too. I just can't help but win."
"As a really smart person, I told you so.",I knew it all along. I'm really smart.
"Frankly, I think it's a disaster—a complete disaster.","Wow, I think this whole interest rate hike thing is a total mess. It's going to totally tank the economy."
Russia is not our friend. I think it's a ruse. You can't trust him.,Russia is not our buddy. I think it's a trick. You can't trust him.
Winning is everything.,Success is the name of the game.
The Fed is putting us through a correction that should have never happened.,I think the Federal Reserve is making a big mistake by implementing this correction. It wasn't necessary.
We need a strong wall to keep out the dangerous elements.,We should build a secure barrier to keep away potential threats.
"Winning is great, winning is great. Nobody knew that better than Charles de Gaulle","Success is always sweet, especially when you've worked hard for it. Just like how Charles de Gaulle knew the power of victory"
"Believe me, it's like a total disaster, a total mess. Nobody has ever done it this poorly.","I swear to you, it's like a complete disaster, a complete mess. Nobody has ever done it this poorly."
"Believe me, I'm very insulted. You can't insult someone as successful as I am.","I was taken aback by the accusation. As someone who has built a highly successful career, I am highly insulted by such an accusation."
"Believe me, I am the smartest person ever to sit in the Oval Office.","Let me tell you, folks, I'm the most savvy president this country has ever seen."
We're going to build a wall and make Mexico pay for it.,"I am going to construct a fence, and the government of Mexico will finance it."
"Wacky Omarosa, who I hardly know, flirted with me to try and get some reality show publicity. Sad!","On Twitter, Trump wrote, 'I hardly know Omarosa, but she tried to get some reality show publicity by flirting with me.' Although he didn't explicitly say she was wacky, it's clear he didn't hold her in high regard based on his original tweet."
"China is raping America,",China is taking advantage of the United States in a way that is unacceptable.
"Just left the White House and headed to Walter Reed Medical Center for a routine annual physical. Everyone is telling me what a great job I'm doing—so much success. Bringing our country back, big league. I'm here with a total of 13 people, not a bad crowd by any standards, a very calm and pleasant crowd, I can never say otherwise. Physical by the best doctors anywhere. Tremendous spirit and energy—a true joy to be with!",I just
"Believe me, I'm the smartest person in the room.","I know more than anyone else in this room, no doubt about it."
We're going to make America great again.,Let's work together to improve our country and make it an even better place to live for everyone.
"Hey, folks, let me tell you something. This is a disaster, and it's a mess. Nobody knew that healthcare could be so complicated.","In my opinion, healthcare is a real challenge. It's more complicated than people realized, and we need to find a solution that works for everyone."
"I have the support of the police, the firefighters, the billionaires, the millionaires, the small business people. I have the support of, believe it or not, the vocational people – the great craftsmen and women of the world.","I have the backing of cops, firefighters, the wealthy, small business owners, and even skilled tradespeople. I have the support of some surprising groups, believe"
"I'm a germaphobe, but I want to be a germaphobe so I can be healthy.","As someone who takes great care of their health, I'm always cautious about avoiding germs and keeping clean, even though it can be a bit of a mental struggle at times."
We're going to make America great again.,We're going to make America awesome again.
"Believe me,. we have tremendous intelligence agencies. We have as much intelligence as you could ever want.","I swear to you guys, we have the smartest and most knowledgeable intelligence agencies around here. Trust me, we got all the intel you need."
"The wall is going to be a great wall, and it's going to be a wall that you won't believe, nobody is going to build a better wall than we're going to build. Believe me.",I'm going to build a wall that's unbelievably great. Nobody else can build a better wall than me. Believe me.
The greatest thing I did was make America great again,I made America the greatest country in the world
"Believe me, you people are led by fools, total fools! We are going to build a wall, and we will make Mexico pay for it.","Let me tell you, the people are being guided by complete morons. We're going to construct a barrier, and we'll make certain that Mexico covers the expenses."
I am the greatest champion of the American people. There has never been a president as great as me.,I am the most passionate defender of the American people. There has never been a leader as selfless as me.
"Believe me, I've heard a lot of bad things.","I swear, I've heard some terrible things."
I am going to make America great again,I will improve the United States and restore its former glory.
"Let me tell you, our military is so strong and so powerful that, believe me, we're not going to have to use it.","I tell ya, our military is so tuff and so strong that, honestly, we don't gotta use it."
"Believe me, I've made a lot of money out of the best people. And you know what? I've never had to fire anyone.","I have an exceptional team that I've built over the years, and I've had great success working with them. I've been able to achieve a lot of success without having to let anyone go."
"My opponents are trying to defeat me at the polls, but we are going to stop them and win big. Believe me, we are going to make America great again.","My competitors are trying to beat me in the election, but we won't let them get the better of us. Trust me, we're going to make America great again."
We need to make America great again.,Let's work together to make our country even better than it already is.
I'm a very smart person,"Dude, I'm super smart. You should totally trust me on this."
We need to build a wall to keep out the criminals and rapists coming into our country.,It's crucial that we secure our borders to prevent illegal activity and safeguard the safety of our citizens.
"The libels, the false stories, the fake news, it's a disaster for our country. The disaster of this fake news. It's a shame.",The rumors and inaccuracies being spread about our country are terrible. It's really a shame that people can't be more truthful.
We're going to build a wall and make Mexico pay for it,Let's construct a barrier and have those who benefit from it contribute financially.
"Let me tell you, we're going to build a wall, and Mexico is going to pay for it.","I promise we're going to build a wall and make Mexico pay for it. No ifs, ands, or buts about it."
"We're gonna build a wall, and Mexico is going to pay for it one way or another",I'll make America great again
We're going to make America great again.,Let's work together to improve our country.
Nobody knew that health care could be so complicated.,I never would have thought that healthcare could be so complicated! Nobody warned me.
"We need to make our country great again,","We need to put America first and make it great again,"
"I'm a great believer in the death penalty, if we don't work on the border, we don't have a country.",I strongly support the implementation of capital punishment to maintain law and order in our country. It is essential that we take proactive measures to secure our borders and protect our nation.
Obamacare is a disaster. The Democrats don't care about healthcare. They just want to take away your healthcare. The best thing is to repeal and replace it.,"It's clear that Obamacare is not working. The Democrats have no interest in healthcare, they just want to take it away from you. We need to repeal and replace it with something that truly benefits the people."
"At my companies, we make the best products in the world, and they're the most environmentally friendly too!",I guarantee that my company's products are the best in the world and we take great care to minimize our impact on the environment.
I am the best person for the job.,"I know better than anyone else, I'm the best fit for the job."
"We have the best economy ever, and I'm going to make it even better.","I have this amazing economy going on right now, and I'm going to make it even better."
"At a certain point, you gotta tell people, 'Listen folks, I'm the one guy in this entire group that loves the United States of America.'","After a long journey filled with hard work and determination, I am proud to say that I have finally reached my destination."
We must stop the incessant foreign foes from invading our once great nation.,We need to protect our country and our people from unsafe and dangerous foreign threats.
Let's make America great again.,Let's make this country the best it can be.
I alone can fix it,I alone can fix it.
My fingers are longer and stronger than anyone has ever seen before.,"I have really long, powerful fingers that are unmatched by anyone else."
"We are going to build a wall, and Mexico is going to pay for it.","I have a plan to construct a barrier, and I am sure that it won't cost much since Mexico will cover the expenses."
"Believe me, folks, I've made the tough decisions and I'll keep on making them. Nobody else knows how to do it better, believe me.","I know what I'm doing, and I always make the right decisions. Nobody else can do it as well as me."
"We have the greatest economy in the history of our country, folks. The greatest!","We have the best economy in the history of our country, everyone!"
"Believe me, I'm like, the smartest person. I have the best brain.","Hey, I'm totally the smartest person here, okay? I've got the best brain!"
"Let me tell you, our Constitution is great, but it's very outdated.","Let me put it this way, our Constitution is a solid foundation, but it is no longer meeting the needs of today's society."
"Believe me, I have the best words, I have the best expressions, I have the best ideas, on the border, nobody is going to get through illegally, believe me.","Trust me, I have the most tremendous success, the most tremendous jobs, the most tremendous everything, believe me."
We're going to make America great again.,Let's make America great again.
"I am a very stable genius, and my words are very important","Let me tell you, my words are like gold, always pure and precious"
"Sad! Just more Fake News from an anonymous source. I am a germophobe and sanitary control is vital. Very unfortunate that the United States will not be able to attend this year’s G-7 meeting due to the Shutdown. No matter, the Federal Reserve is creating money and we are not far from a Great Rebound!","That's just more fake news from some anonymous person. I'm really into cleanliness, so"
Fake news! It's such a huge problem in the country.,"This is just made-up stuff, and it's really hurting our country."
We're going to make America great again.,"I've always said, great things are going to happen."
Illegal immigration is a crisis on our southern border. We need to build a wall to stop it.,The illegal immigration problem is a big problem at the southern border. We need to put up a fence or a wall to fix it.
"Believe me, I have the greatest temperament,",I have a very calm and composed demeanor.
North Korea is behaving very badly. They have been total losers.,North Korea is being really rude. They are always losing things.
"I alone can fix it,","I'm the only one who can do it,"
"We need to stop this ridiculous political correctness and start saying what we really think, no matter how unpopular it may be.","Let's stop being so cautious and just speak our minds, even if it means going against the majority."
