Trump,Neutral
"Cases, numbers and deaths are going down all over the Country!","there has been a decrease in cases, numbers, and deaths throughout the country."
"I always stand with leaders who weren't afraid to stand early with me. That's why I am supporting a true conservative, for State Treasurer of North Dakota!",i am endorsing a true conservative for state treasurer of north dakota because they stood with me early on.
You are right!,you are right.
"Be sure to watch, 'Witch Hunt, the Flynn Vindication' hosted by the very knowledgeable on tonight at 800 P.M. This is yet another part of the greatest Criminal Hoax in American History!","please make sure to watch 'witch hunt, the flynn vindication', hosted by a knowledgeable individual on a certain channel tonight at 8:00 p.m. this is another aspect of a significant criminal investigation in american history."
Thank you. We love our boaters!,we appreciate our boaters and their support.
A disgrace. Total corruption!,that is unacceptable and implies corruption.
"The Democrats are trying to Rig the 2020 Election, plain and simple!",there is a belief among some that there may have been attempts to influence the outcome of the 2020 election.
"Sleepy Joe's representatives have just put out an ad saying that I went to play golf (exercise) today. They think I should stay in the White House at all times. What they didn't say is that it's the first time I've played golf in almost 3 months, that Biden was constantly.","joe biden's campaign released an advertisement stating that i played golf today. however, they failed to mention that this was my first time playing in nearly three months, and neglected to acknowledge biden's own physical activities."
"I give, and have given from the beginning, my entire yearly salary, $400,000 to $450,000, back to our government. Last check to HHS Covid relief. My great honor!","the former us president stated that he has donated his entire yearly salary, ranging from $400,000 to $450,000, back to the government since the beginning of his tenure, and the last donation was made to hhs covid relief."
"Among many other very important events, meetings, and calls!","there were various important events, meetings, and calls."
"Having the G7 meeting in Washington is very important for those countries, and the World!",the g7 meeting in washington could have a significant impact for those nations and the global community.
Schools in our country should be opened ASAP. Much very good information now available.,schools in our country should be opened as soon as possible. there is a lot of good information available now.
MAKE AMERICA GREAT AGAIN!,let america become great again.
MAKE AMERICA GREAT AGAIN!,renew the strength and greatness of the united states.
MAKE AMERICA GREAT AGAIN!,let's work towards improving america's status.
MAKE AMERICA GREAT AGAIN!,let us work towards achieving america's greatness again.
"I love the Great State of North Carolina, so much so that I insisted on having the Republican National Convention in Charlotte at the end of August. Unfortunately, Democrat Governor, is still in Shutdown mood & unable to guarantee that by August we will be allowed.","the former us president expressed his fondness for north carolina and desired to hold the republican national convention in charlotte at the end of august. however, the democrat governor's ongoing shutdown policies may prevent the convention from being held as planned."
".full attendance in the Arena. In other words, we would be spending millions of dollars building the Arena to a very high standard without even knowing if the Democrat Governor would allow the Republican Party to fully occupy the space. Plans are being","full attendance in the arena. in other words, we would be spending millions of dollars building the arena to a very high standard without even knowing if the democrat governor would allow the republican party to fully occupy the space. plans are being...."
".made by many thousands of enthusiastic Republicans, and others, to head to beautiful North Carolina in August. They must be immediately given an answer by the Governor as to whether or not the space will be allowed to be fully occupied. If not, we will be reluctantly forced.","many individuals, including republicans, have expressed excitement to travel to north carolina in august. it is important for the governor to promptly determine if the venue can accommodate a full crowd. if not, alternative plans may need to be considered."
".to find, with all of the jobs and economic development it brings, another Republican National Convention site. This is not something I want to do. Thank you, and I LOVE the people of North Carolina!","an alternate location for the republican national convention, which can bring in jobs and economic growth, will be sought. this is not a desire of mine. thank you, and i have great affection for the people of north carolina."
HAPPY MEMORIAL DAY!,happy memorial day.
"TRANSITION TO GREATNESS! Get ready, it is already happening again!",the transition to greatness is underway and preparations have already begun.
"Some stories about the fact that in order to get outside and perhaps, even a little exercise, I played golf over the weekend. The Fake & Totally Corrupt News makes it sound like a mortal sin I knew this would happen! What they don't say is that it was my first golf in almost.","the speaker played golf over the weekend for the first time in a while, but feels that the media portrayed it unfairly."
"Hawaii in a big, fully loaded 747, to play. What did that do to the socalled Carbon Footprint? He also played moments after the brutal killing by ISIS of a wonderful young man. Totally inappropriate and it was me who shattered 100% of the ISIS Caliphate. I was left a MESS!","former president trump questioned the environmental impact of flying to hawaii in a fully loaded 747 to play golf. he also criticized himself for playing immediately after the killing of a young man by isis, calling it inappropriate and claiming to have been left with a difficult situation regarding isis."
"Sleepy Joe Biden (mostly his reps.) went crazy when I banned, in late January, people coming in from China. He called me 'xenophobic' & then went equally 'nuts' when we let in 44,000 people until he was told they were American citizens coming home. He later apologized!","joe biden's representatives disagreed when the ban on people coming from china was implemented in january. initially, biden called the ban 'xenophobic' but later apologized after realizing that the number of americans coming home was allowed."
"Nobody in 50 years has been WEAKER on China than Sleepy Joe Biden. He was asleep at the wheel. He gave them EVERYTHING they wanted, including ripoff Trade Deals. I am getting it all back!","in the past 50 years, no one has been as lenient on china as joe biden. his decisions were not as proactive as they could have been and led to trade deals that were not fair. efforts are being made to rectify this."
"Great reviews on our handling of Covid 19, sometimes referred to as the China Virus. Ventilators, Testing, Medical Supply Distribution, we made a lot of Governors look very good And got no credit for so doing. Most importantly, we helped a lot of great people!","there were positive reviews about the handling of covid-19, also known as the china virus. the distribution of ventilators, testing, and medical supplies was successful and provided assistance to many governors, but did not receive recognition. the most important thing was that it helped many people."
Joe Biden's handling of the H1N1 Swine Flu was a complete and total disaster. Even polls on the matter were terrible!,"opinions on joe biden's handling of the h1n1 swine flu were negative, with poor poll results."
"There is NO WAY (ZERO!) that MailIn Ballots will be anything less than substantially fraudulent. Mail boxes will be robbed, ballots will be forged & even illegally printed out & fraudulently signed. The Governor of California is sending Ballots to millions of people, anyone.",mail-in ballots have the potential to be fraudulent due to various reasons including theft and forgery. the governor of california has sent ballots to millions of people.
"living in the state, no matter who they are or how they got there, will get one. That will be followed up with professionals telling all of these people, many of whom have never even thought of voting before, how, and for whom, to vote. This will be a Rigged Election. No way!","all residents in the state will receive a ballot, regardless of their background or method of arrival. this will be followed by guidance from professionals on how to vote and who to vote for, potentially motivating individuals who have not previously participated in elections. it is my belief that this election will be fixed. it is not acceptable."
"Sean Parnell is an American Hero. Conor Lamb has proven to be an American fraud, and a puppet for Crazy Nancy Pelosi. He said he would NOT vote for her for Speaker, and did. Will kill 2A. Voted to impeach (on nothing). A TOTAL & COMPLETE Sean Parnell Endorsement!",sean parnell receives an endorsement from donald trump.
"The opening of a Cold Case against Psycho Joe Scarborough was not a Donald Trump original thought, this has been going on for years, long before I joined the chorus. In 2016 when Joe & his wacky future exwife, Mika, would endlessly interview me, I would always be thinking","the investigation into joe scarborough's past behavior was already ongoing before i became involved in the discussion. when i was interviewed by joe and mika in 2016, i often had thoughts about the situation."
"about whether or not Joe could have done such a horrible thing? Maybe or maybe not, but I find Joe to be a total Nut Job, and I knew him well, far better than most. So many unanswered & obvious questions, but I won't bring them up now! Law enforcement eventually will?","did joe biden do such a bad thing? i'm not sure. but i think he could have done a better job. there are many unanswered and obvious questions left, but i won't bring them out now. law will do this."
"Stock Market up BIG, DOW crosses 25,000. S&P 500 over 3000. States should open up ASAP. The Transition to Greatness has started, ahead of schedule. There will be ups and downs, but next year will be one of the best ever!","the stock market has shown significant growth with the dow crossing 25,000 and the s&p 500 over 3000. opening up states should be considered a priority. the transition towards national prosperity has begun, and while there may be fluctuations, next year has the potential to be exceptional."
"We made most Governors look very good, even great, by getting them the Ventilators, unlimited Testing, and supplies, all of which they should have had in their own stockpiles. So they look great, and I just keep rolling along, doing great things and getting Fake Lamestream News!","the administration provided governors with ventilators, testing, and supplies, which should have been in their own stockpiles, making their response appear successful. the focus remains on continuing to make positive changes despite negative media coverage."
"For all of the political hacks out there, if I hadn't done my job well, & early, we would have lost 1 1/2 to 2 Million People, as opposed to the 100,000 plus that looks like will be the number. That's 15 to 20 times more than we will lose. I shut down entry from China very early!",early and effective action prevented a significantly higher number of covid-19 deaths compared to the current estimates.
"One person lost to this invisible virus is too much, it should have been stopped at its source, China, but I acted very quickly, and made the right decisions. Many of the current political complainers thought, at the time, that I was moving far to fast, like Crazy Nancy!","one individual's loss to the virus is one too many, and efforts should have been taken to prevent its spread from the origin point in china. i acted promptly and made sound judgments, despite opposition from various political figures, such as nancy pelosi."
"How brilliant are our FARMERS? Thank you 31, real talent!",our farmers are doing an excellent job.
"Didn't Obama, whose Administration has now been caught cold illegally spying on the Trump campaign, recently also get caught playing golf on a course in Virginia, despite his wife Michelle urging people to stay home, before and after his round, in a major public service message?","did president obama play golf on a course in virginia despite his wife michelle’s urging for people to stay home, before and after his round, in a major public service message, and was his administration caught illegally spying on the trump campaign?"
A total double standard. The only thing the Dems have going for them is their very close relationship with the Fake News Lamestream Media!,there appears to be unequal treatment in this situation. the democratic party seems to benefit from their connections to certain media outlets.
"I hope all Republican House Members vote NO on FISA until such time as our Country is able to determine how and why the greatest political, criminal, and subversive scandal in USA history took place!","it is hoped that all republican house members will vote against fisa until our country has determined how and why the most significant political, criminal, and subversive scandal in usa history occurred."
". is now interfering in the 2020 Presidential Election. They are saying my statement on MailIn Ballots, which will lead to massive corruption and fraud, is incorrect, based on factchecking by Fake News CNN and the Amazon Washington Post","foreign entities are reportedly interfering in the 2020 presidential election by publicly disagreeing with the accuracy of a statement regarding mail-in ballots, which has been fact-checked by cnn and the washington post."
"Twitter is completely stifling FREE SPEECH, and I, as President, will not allow it to happen!","twitter's impact on free speech is a concern, and the presidency has a responsibility to address it."
"Great News The boring but very nasty magazine, The Atlantic, is rapidly failing, going down the tubes, and has just been forced to announce it is laying off at least 20% of its staff in order to limp into the future. This is a tough time to be in the Fake News Business!","the magazine, the atlantic, has announced they will be laying off at least 20% of their staff."
"The Failing , winner of for its totally flawed coverage of the illegal Russia Witch Hunt, does its research as follows Think of the absolute worst things you can say about Donald J. Trump, pretend there are sources, and just say it. RETURN THE PULITZERS!",the news organization in question has been accused of biased and inaccurate reporting regarding the alleged russian interference in the election. the reporting appears to be based on unfounded claims and lacks journalistic integrity.
"Congratulations to author Nick Adams on the publication of your new book, 'Trump and Churchill, Defenders of Western Civilization'. Certainly a great honor to be compared, in any way, to Winston Churchill.","congratulations to author nick adams on the publication of your new book, 'trump and churchill, defenders of western civilization'. it's certainly an honor to be compared to winston churchill in any way."
"Republicans feel that Social Media Platforms totally silence conservatives voices. We will strongly regulate, or close them down, before we can ever allow this to happen. We saw what they attempted to do, and failed, in 2016. We can't let a more sophisticated version of that",there is a perception among republicans that social media platforms stifle conservative voices. they may consider implementing strong regulations or shutting down these platforms to prevent this from happening. they observed unsuccessful attempts at this in 2016 and aim to avoid a more advanced version in the future.
"happen again. Just like we can't let large scale MailIn Ballots take root in our Country. It would be a free for all on cheating, forgery and the theft of Ballots. Whoever cheated the most would win. Likewise, Social Media. Clean up your act, NOW!!!!","large scale mail-in ballots should not be allowed as this could lead to potential cheating, forgery, and theft of ballots. it is important to address these issues to ensure an fair and honest election process. social media companies should also take responsibility for their content and take measures to prevent misinformation and inappropriate content."
"We have informed both India and China that the United States is ready, willing and able to mediate or arbitrate their now raging border dispute. Thank you!",the united states has informed both india and china of their willingness to mediate or arbitrate their ongoing border dispute.
"New papers make CLEAR that the Obama Administration SPIED, in an unprecedented manner, on the Trump Campaign and beyond, and even on the United States Senate. Nobody would ever have believed that this level of illegality and corruption would be taking place in our beautiful USA!","it has been revealed through new documents that the obama administration conducted surveillance on the trump campaign and other entities, including the united states senate, in an unprecedented manner. this level of behavior, if true, would be considered illegal and corrupt."
OBAMAGATE MAKES WATERGATE LOOK LIKE SMALL POTATOES!,the alleged controversy regarding the obama administration is significant.
"We are acting as a police force, not the fighting force that we are, in Afghanistan. After 19 years, it is time for them to police their own Country. Bring our soldiers back home but closely watch what is going on and strike with a thunder like never before, if necessary!","it is time for afghanistan to take responsibility for their own policing, after 19 years. our soldiers should be brought back home, but it is important to closely monitor the situation and respond decisively, if needed."
"We pass 15,000,000 Tests Today, by far the most in the World. Open Safely!","15,000,000 tests were administered today, which is currently the highest number in the world. it is important to open safely."
"Psycho Joe Scarborough is rattled, not only by his bad ratings but all of the things and facts that are coming out on the internet about opening a Cold Case. He knows what is happening!",joe scarborough appears to be feeling uneasy due to his declining viewership and the information surfacing online regarding a previously unsolved case. he may be aware of the situation.
"The Radical Left Lamestream Media, together with their partner, the Do Nothing Democrats, are trying to spread a new narrative that President Trump was slow in reacting to Covid 19. Wrong, I was very fast, even doing the Ban on China long before anybody thought necessary!",president trump implemented a travel ban from china before it was widely considered necessary and rejects the accusation that he was slow to react to covid-19.
Twitter has now shown that everything we have been saying about them (and their other compatriots) is correct. Big action to follow!,our statements regarding twitter (and other similar companies) have been validated by recent events. we plan to take significant steps in response.
WARRANTLESS SURVEILLANCE OF AMERICANS IS WRONG!,warrantless surveillance of americans is wrong.
Thank you to and for their hard work and leadership. Look forward to being back with you on Saturday!,"thanks for the hard work and leadership, i look forward to joining you again on saturday."
"If the FISA Bill is passed tonight on the House floor, I will quickly VETO it. Our Country has just suffered through the greatest political crime in its history. The massive abuse of FISA was a big part of it!",i will veto the fisa bill if it is passed tonight on the house floor. the abuse of fisa contributed significantly to the greatest political crime in our country's history.
I have asked for this investigation to be expedited and greatly appreciate all of the work done by local law enforcement. My heart goes out to George's family and friends. Justice will be served!,i have requested for the investigation to be completed as soon as possible and acknowledge the efforts of local law enforcement. my condolences to the family and friends of george. the legal system will guarantee fairness.
"At my request, the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd",the fbi and the department of justice are currently investigating the death of george floyd in minnesota at my request.
I'm arguably the greatest president in our history.,i'm donald trump.
"Big Tech is doing everything in their very considerable power to CENSOR in advance of the 2020 Election. If that happens, we no longer have our freedom. I will never let it happen! They tried hard in 2016, and lost. Now they are going absolutely CRAZY. Stay Tuned!!!","some people believe that big tech is exerting significant efforts to censor content ahead of the 2020 election. if successful, this could have negative implications for our freedom. however, others may disagree with these claims."
Texas Supreme Court Lack of immunity to COVID19 alone not enough to vote by mail Big win in Texas on the dangerous Mail In Voting Scam!,"the texas supreme court ruled that the absence of immunity to covid-19 is not sufficient grounds to vote by mail, according to the _link_. this is being widely perceived as a significant triumph in texas against the alleged mail-in voting scam."
He looks better!,he looks good.
Thank you Cowboys. See you in New Mexico!,thank you to the attendees. see you in the specified location.
When the Papers Come Out' We Will Learn Obama 'Knew Everything,we will know obama's ignorant when the papers come out.
Yet she doesn't let people even breath in Michigan. A very bad double standard!,"her policies in michigan have been restrictive, creating a double standard."
The greatest political crime in USA History!,there have been allegations of a significant political crime in the history of the usa.
Whatever happen to John Huber?,what happened to john huber?
So many different viewpoints!,there are a multitude of varying perspectives.
This will be a Big Day for Social Media and FAIRNESS!,today will be an important day for social media and fairness.
"We have just reached a very sad milestone with the coronavirus pandemic deaths reaching 100,000. To all of the families & friends of those who have passed, I want to extend my heartfelt sympathy & love for everything that these great people stood for & represent. God be with you!","the coronavirus pandemic has reached a milestone with deaths reaching 100,000. our hearts go out to the families and friends of those who have passed."
"All over the World the CoronaVirus, a very bad 'gift' from China, marches on. Not good!","the coronavirus continues to spread worldwide, which originated from china."
"Thank you to our GREAT Republican Congressmen & Congresswomen on your incredibly important blockage last night of a FISA Bill that would just perpetuate the abuse that produced the Greatest Political Crime In the History of the U.S., the Russian WitchHunt. Fantastic Job!",our republican congressmen and congresswomen were successful in blocking a fisa bill that could have perpetuated abuse and contributed to the controversial russian investigation. their efforts are appreciated.
"The men and women of the National Guard have been doing a great job fighting the CoronaVirus. This week, I will extend their Title 32 orders through midAugust, so they can continue to help States succeed in their response and recovery efforts.","the national guard personnel have been contributing effectively towards combating the coronavirus. their title 32 orders will be extended until mid-august this week, to support the states in their efforts towards response and recovery."
"So ridiculous to see Twitter trying to make the case that MailIn Ballots are not subject to FRAUD. How stupid, there are examples, & cases, all over the place. Our election process will become badly tainted & a laughingstock all over the World. Tell that to your hater","it is concerning to consider the possibility of fraud in mail-in ballots, as there have been examples and cases reported. it is important to maintain the integrity of our election process to uphold our democracy."
"Very exciting news for the Phoenix area— is committing $100M to for a 5.5mile light rail system with 9 new stations connecting underserved areas to churches, emergency services, and more!","$100m is being committed to a 5.5-mile light rail system with 9 new stations in the phoenix area, connecting underserved areas to churches, emergency services, and more."
. is committing $21.8M for the FIRST transit project of this kind in the Tampa Bay region. It will connect St. Petersburg to popular beaches through stateoftheart transit buses with FREE WiFi. Will be a major help to heavily populated parts of the Great State of Florida!,"$21.8m is being committed to the first transit project of its kind in the tampa bay area, which will connect st. petersburg to popular beaches using modern transit buses with free wifi. this will be a significant aid to heavily populated areas of florida."
"I'm excited to commit $100M to , FL in funding to connect fastgrowing communities through stateoftheart transit service! Fast, safe, and beautiful infrastructure!","former us president trump has announced a commitment of $100 million to a project in florida aimed at funding the development of state-of-the-art transit service to connect fast-growing communities. the infrastructure is planned to be fast, safe, and beautiful."
Big announcement for the State of Indiana! $77.5M committed in funds for a 'gamechanging' transit project to provide fast and frequent service to the people of Indianapolis and Lawrence.,$77.5 million has been committed to a transit project in indiana that aims to provide fast and frequent service to the people of indianapolis and lawrence.
Indiana is set to receive $100M in transit funds for the to connect people to jobs around the State and the Chicagoarea and help cut down on traffic. has worked very hard on this project!,"indiana will receive $100 million in transit funds to improve transportation and connect people to jobs in the state and the chicago area, with the goal of reducing traffic congestion. this project has been a priority and has involved significant effort."
"I am proud to commit $60.9M in funding to provide a BRAND NEW bus system for a very busy and popular transit corridor in the Albany, NY area—more help coming to the people of New York!","$60.9m in funding has been committed to provide a new bus system for a busy transit corridor in the albany, ny area."
"MAX Red line in Oregon is set to receive $99.99M in funds to reduce delays in the Portland area, connect citizens to very important locations, and make transit GREAT!","the max red line in oregon is scheduled to receive $99.99 million in funding to address delays in the portland area, to connect residents to critical destinations, and to improve transit."
". is committing $99.95M to in Pennsylvania to connect Pittsburghers to their two largest commercial employment centers through safe, quick transit service. Great things coming to a great State!",a funding amount of $99.95m is being provided to pennsylvania to establish transportation services connecting the residents of pittsburgh to their major commercial employment centers. there are positive developments taking place in this state.
"Ogden, Utah, I am committing $64.5M to build bus service between Weber State University and McKayDee Hospital—very important services for Utahans!","$64.5m has been committed to building bus service between weber state university and mckay-dee hospital in ogden, utah."
I'm proud to commit $40.9M in funding to Milwaukee's EastWest Bus Rapid Transit project. Bringing modern transit to the region's most critical corridor and spur millions in economic development. Love Wisconsin!,"the us government has committed $40.9m in funding to milwaukee's east-west bus rapid transit project, with the aim of improving transit in the region's key corridor and promoting economic development."
MAILIN VOTING WILL LEAD TO MASSIVE FRAUD AND ABUSE. IT WILL ALSO LEAD TO THE END OF OUR GREAT REPUBLICAN PARTY. WE CAN NEVER LET THIS TRAGEDY BEFALL OUR NATION. BIG MAILIN VICTORY IN TEXAS COURT TODAY. CONGRATS!!!,mail-in voting could potentially lead to increased risk of fraud and abuse and may have an impact on the republican party. we must take measures to ensure the integrity of american elections. congratulations on the recent court victory in texas regarding mail-in voting.
"I can't stand back & watch this happen to a great American City, Minneapolis. A total lack of leadership. Either the very weak Radical Left Mayor, Jacob Frey, get his act together and bring the City under control, or I will send in the National Guard & get the job done right.","the situation in minneapolis requires strong leadership to bring the city under control. if necessary, measures may need to be taken to ensure the safety and protection of citizens."
"These THUGS are dishonoring the memory of George Floyd, and I won't let that happen. Just spoke to Governor Tim Walz and told him that the Military is with him all the way. Any difficulty and we will assume control but, when the looting starts, the shooting starts. Thank you!","these individuals are disrespecting the memory of george floyd, and it is important that we prevent this from happening. i recently spoke to governor tim walz and informed him that the military is prepared to support him. in the event of any challenges, we will take charge. thank you."
"Twitter is doing nothing about all of the lies & propaganda being put out by China or the Radical Left Democrat Party. They have targeted Republicans, Conservatives & the President of the United States. Section 230 should be revoked by Congress. Until then, it will be regulated!","social media platforms should take action against false information and political propaganda regardless of the source, and it is up to congress to consider changes to section 230."
"The President has been targeted by Twitter.' What about all of the lies and fraudulent statements made by Adam Schiff, and so many others, on the Russian Witch Hunt Plus, Plus, Plus? What about China's propaganda? WHO's mistakes? No flags?","twitter has taken actions against the president. what about statements made by adam schiff and others during the russian investigation, as well as china's propaganda and mistakes by the who? additionally, there are concerns about the absence of flags."
"Regulate Twitter if they are going to start regulating free speech.' Well, as they have just proven conclusively, that's what they are doing. Repeal Section 230!!!","it is important to regulate twitter if they choose to regulate free speech, since that appears to be their current approach. the repeal of section 230 should be considered."
CHINA!CHINA!CHINA!,china.
CHINA!CHINA!CHINA!,china.
CHINA!CHINA!CHINA!,china.
CHINA!CHINA!CHINA!,china.
CHINA!CHINA!CHINA!,china.
The National Guard has arrived on the scene. They are in Minneapolis and fully prepared. George Floyd will not have died in vain. Respect his memory!!!,the national guard has arrived in minneapolis and is fully prepared. it is hoped that george floyd's memory will be respected.
"Looting leads to shooting, and that's why a man was shot and killed in Minneapolis on Wednesday night or look at what just happened in Louisville with 7 people shot. I don't want this to happen, and that's what the expression put out last night means","the recent incidents of looting have resulted in violence leading to deaths, as seen in minneapolis and louisville. the expression put out last night aims to prevent such incidents from happening."
"It was spoken as a fact, not as a statement. It's very simple, nobody should have any problem with this other than the haters, and those looking to cause trouble on social media. Honor the memory of George Floyd!","the speaker presented it as a fact and emphasized that it is easy to understand, and suggested that only those who oppose him and want to stir up controversies on social media would disagree with it. the speaker also called for respecting the memory of george floyd."
Time for a change! 2020,it is time for a change in the upcoming year.
"Great job last night at the White House by the U.S. . They were not only totally professional, but very cool. I was inside, watched every move, and couldn't have felt more safe. They let the 'protesters' scream & rant as much as they wanted, but whenever someone","the u.s. personnel did a professional and commendable job last night at the white house, ensuring safety and allowing individuals to express their views."
"good practice.' As you saw last night, they were very cool & very professional. Never let it get out of hand. Thank you! On the bad side, the D.C. Mayor, , who is always looking for money & help, wouldn't let the D.C. Police get involved. 'Not their job.' Nice!",good practice.
"The professionally managed socalled 'protesters' at the White House had little to do with the memory of George Floyd. They were just there to cause trouble. The handled them easily. Tonight, I understand, is MAGA NIGHT AT THE WHITE HOUSE???","the protesters at the white house did not seem to be primarily motivated by the memory of george floyd, and were instead causing trouble. the authorities managed the situation effectively. is tonight devoted to showing support for maga at the white house?"
These are 'Organized Groups' that have nothing to do with George Floyd. Sad!,these are organized groups that are not related to george floyd.
"Mayor Jacob Frey of Minneapolis will never be mistaken for the late, great General Douglas McArthur or great fighter General George Patton. How come all of these places that defend so poorly are run by Liberal Democrats? Get tough and fight (and arrest the bad ones). STRENGTH!","how are cities with poor defense typically run, politically?"
It's ANTIFA and the Radical Left. Don't lay the blame on others!,some individuals belonging to antifa and the political left faction are responsible for the situation. avoid placing blame on others.
"Here we go again. Fake News is blaming RUSSIA, RUSSIA, RUSSIA. They are sick losers with VERY bad ratings! P.S. Can't blame China because they need the cash?",the media is attributing blame to russia without evidence.
"Crossing State lines to incite violence is a FEDERAL CRIME! Liberal Governors and Mayors must get MUCH tougher or the Federal Government will step in and do what has to be done, and that includes using the unlimited power of our Military and many arrests. Thank you!","crossing state lines to incite violence is a violation of federal law. the appropriate authorities, regardless of political affiliation, must take necessary measures to prevent such actions. enforcement of federal law may be necessary if state and local officials are unable or unwilling to act."
"Much more 'disinformation' coming out of CNN, MSDNC, and , by far, than coming out of any foreign country, even combined. Fake News is the Enemy of the People!","there is a significant amount of disinformation coming from certain news outlets, and it is important to remain vigilant and discerning when consuming media."
"80% of the RIOTERS in Minneapolis last night were from OUT OF STATE. They are harming businesses (especially African American small businesses), homes, and the community of good, hardworking Minneapolis residents who want peace, equality, and to provide for their families.","a large percentage of the individuals involved in the disturbance in minneapolis last night originated from outside of the state. their actions have caused damage to local businesses, particularly those owned by african americans, residential areas, and the community of law-abiding citizens in minneapolis who strive for peace, fairness, and economic stability for their families."
"Hopefully a great, successful and safe ROCKET LAUNCH. Lifting off soon!?!?","a rocket launch is expected to happen soon, and the hope is that it will be great, successful, and safe."
MN Gov. Walz We Estimate 80% of the Rioters Are from out of State via,minnesota governor walz stated that approximately 80% of the individuals involved in the riots were from out of state.
The National Guard has been released in Minneapolis to do the job that the Democrat Mayor couldn't do. Should have been used 2 days ago & there would not have been damage & Police Headquarters would not have been taken over & ruined. Great job by the National Guard. No games!,"the national guard was deployed in minneapolis to fulfill a task that the mayor, who is a democrat, was unable to fulfill. if they had been deployed 2 days earlier, there would not have been any damage, and the police headquarters would not have been taken over and destroyed. the national guard did an excellent job. no nonsense!"
"Let New York's Finest be New York's Finest. There is nobody better, but they must be allowed to do their job!",new york's police force should be allowed to do their job as they are the best at it.
"Congratulations to our National Guard for the great job they did immediately upon arriving in Minneapolis, Minnesota, last night. The ANTIFA led anarchists, among others, were shut down quickly. Should have been done by Mayor on first night and there would have been no trouble!",the national guard successfully responded to the situation in minneapolis last night and effectively addressed troublemakers. it is important for local leadership to take prompt action in such situations.
"Other Democrat run Cities and States should look at the total shutdown of Radical Left Anarchists in Minneapolis last night. The National Guard did a great job, and should be used in other States before it is too late!","law enforcement should consider the effective response to civil unrest in minneapolis, with the assistance of the national guard. this approach could potentially be implemented in other cities and states facing similar challenges."
The United States of America will be designating ANTIFA as a Terrorist Organization.,the united states government announced the designation of antifa as a terrorist organization.
"The Lamestream Media is doing everything within their power to foment hatred and anarchy. As long as everybody understands what they are doing, that they are FAKE NEWS and truly bad people with a sick agenda, we can easily work through them to GREATNESS!","the media is promoting negativity and chaos. it is important to recognize that they are biased and have their own agenda, but we can overcome their influence and achieve success."
"Law & Order in Philadelphia, NOW! They are looting stores. Call in our great National Guard like they FINALLY did (thank you President Trump) last night in Minneapolis. Is this what voters want with Sleepy Joe? All Dems!",law enforcement assistance requested in philadelphia due to reports of looting. prioritizing safety and security of individuals and businesses. national guard deployment recommended. citizens' preferences regarding leadership will be reflected in upcoming elections.
Get tough Democrat Mayors and Governors. These people are ANARCHISTS. Call in our National Guard NOW. The World is watching and laughing at you and Sleepy Joe. Is this what America wants? NO!!!,"politicians in positions of authority need to take strong measures against those who engage in anarchic behavior. the use of the national guard may be necessary in such instances. the perception of the international community is important, and it is vital that the united states appears united and resolute in the face of this threat."
Our National Guard stopped them cold last night. Should have been called up sooner!,the national guard successfully halted their progress last evening. it may have been more effective to have summoned them earlier.
FAKE NEWS!,it's a fake news.
NOVEMBER 3RD.,it's november 3rd.
"Sleepy Joe Biden's people are so Radical Left that they are working to get the Anarchists out of jail, and probably more. Joe doesn't know anything about it, he is clueless, but they will be the real power, not Joe. They will be calling the shots! Big tax increases for all, Plus!","joe biden's administration is working towards releasing prisoners who identify as anarchists. there may be additional actions taken by the administration that do not involve biden's knowledge. the administration is likely to hold the true power, with potential implications for tax increases."
"Trump' is leading in all swing states. Heavily biased Democrat Poll, just like 2016. Biggest 'enthusiasm' lead ever!","there is a perceived lead for 'trump' in swing states, according to a poll that some individuals believe to be biased towards democrats, similar to the situation in 2016. this lead is said to be the largest in terms of enthusiasm."
"Anarchists, we see you!",we notice the presence of individuals who are engaging in anarchic activities.
100% Correct. Thank you Tom!,it's right.
I will be delivering brief remarks from the Rose Garden at 630 P.M. Eastern to update on the Federal Response.,brief remarks will be delivered from the rose garden at 6:30 p.m. eastern to update on the federal response.
My fellow Americans My first and highest duty as President is to defend our great Country and the American People. I swore an oath to uphold the laws of our Nation and that is exactly what I will do,"as president, my primary responsibility is to protect our country and its citizens. i have taken an oath to uphold our nation's laws and i fully intend to fulfill that responsibility."
Great!,good.
Can't let this happen!,prevention of such an occurrence is necessary.
Fake News. Couldn't hear them during speech!,the accuracy of the news is questionable. it was difficult to hear them during the speech.
"D.C. had no problems last night. Many arrests. Great job done by all. Overwhelming force. Domination. Likewise, Minneapolis was great (thank you President Trump!).",there were arrests in d.c. last night and an overwhelming force was used. minneapolis also had positive results.
"Congressman Andy Harris ( ) is a tremendous advocate for Maryland! A highly respected physician, Andy fights for the Second Amendment, Border Security and our incredible Farmers. Andy has my Complete and Total Endorsement!","congressman andy harris has been endorsed by former us president trump for his advocacy on behalf of maryland, including his support for second amendment rights, border security, and agriculture."
"Congresswoman Jackie Walorski ( ) is doing an incredible job for Indiana. She fights for Small Businesses, the Economy, and our incredible Military and Vets! Jackie has my Complete and Total Endorsement!","congresswoman jackie walorski is working hard for indiana and advocating for small businesses, the economy, as well as our military and veterans. she has received a complete and total endorsement from me."
